773777828997537000,2024_7_8_18_17_8_0_190,0.4,-176.923
773777829867601000,2024_7_8_18_17_9_0_190,0.4,-176.923
773777830628704000,2024_7_8_18_17_10_0_190,0.4,-176.923
773777831480631000,2024_7_8_18_17_11_0_190,0.39,-177.692
773777832319573000,2024_7_8_18_17_12_0_190,0.4,-176.923
773777833135843000,2024_7_8_18_17_13_0_190,0.39,-177.692
773777833945614000,2024_7_8_18_17_14_0_190,0.39,-177.692
773777834790044000,2024_7_8_18_17_14_0_190,0.39,-177.692
773777835633939000,2024_7_8_18_17_15_0_190,0.39,-177.692
773777836471043000,2024_7_8_18_17_16_0_190,0.39,-177.692
773777837268604000,2024_7_8_18_17_17_0_190,0.39,-177.692
773777838081853000,2024_7_8_18_17_18_0_190,0.39,-177.692
773777838902944000,2024_7_8_18_17_18_0_190,0.39,-177.692
773777839741599000,2024_7_8_18_17_19_0_190,0.39,-177.692
773777840616293000,2024_7_8_18_17_20_0_190,0.39,-177.692
773777841426935000,2024_7_8_18_17_21_0_190,0.39,-177.692
773777842268344000,2024_7_8_18_17_22_0_190,0.39,-177.692
773777843154918000,2024_7_8_18_17_23_0_190,0.39,-177.692
773777843950259000,2024_7_8_18_17_24_0_190,0.39,-177.692
773777844831471000,2024_7_8_18_17_24_0_190,0.39,-177.692
773777845641249000,2024_7_8_18_17_25_0_190,0.39,-177.692
773777846468063000,2024_7_8_18_17_26_0_190,0.39,-177.692
773777847284556000,2024_7_8_18_17_27_0_190,0.39,-177.692
773777848115020000,2024_7_8_18_17_28_0_190,0.39,-177.692
773777848951125000,2024_7_8_18_17_29_0_190,0.39,-177.692
773777850212647000,2024_7_8_18_17_30_0_190,0.39,-177.692
773777851032434000,2024_7_8_18_17_31_0_190,0.39,-177.692
773777851882155000,2024_7_8_18_17_31_0_190,0.39,-177.692
773777852710266000,2024_7_8_18_17_32_0_190,0.39,-177.692
773777853534397000,2024_7_8_18_17_33_0_190,0.39,-177.692
773777854399800000,2024_7_8_18_17_34_0_190,0.39,-177.692
773777855212337000,2024_7_8_18_17_35_0_190,0.39,-177.692
773777856042840000,2024_7_8_18_17_36_0_190,0.39,-177.692
773777856880999000,2024_7_8_18_17_36_0_190,0.39,-177.692
773777857702376000,2024_7_8_18_17_37_0_190,0.39,-177.692
773777858579124000,2024_7_8_18_17_38_0_190,0.39,-177.692
773777859406186000,2024_7_8_18_17_39_0_190,0.39,-177.692
773777860243232000,2024_7_8_18_17_40_0_190,0.39,-177.692
773777861064533000,2024_7_8_18_17_41_0_190,0.39,-177.692
773777861885649000,2024_7_8_18_17_41_0_190,0.39,-177.692
773777862720368000,2024_7_8_18_17_42_0_190,0.39,-177.692
773777863560002000,2024_7_8_18_17_43_0_190,0.39,-177.692
773777864419205000,2024_7_8_18_17_44_0_190,0.39,-177.692
773777865280856000,2024_7_8_18_17_45_0_190,0.39,-177.692
773777866110888000,2024_7_8_18_17_46_0_190,0.39,-177.692
773777866969047000,2024_7_8_18_17_47_0_190,0.39,-177.692
773777867802736000,2024_7_8_18_17_47_0_190,0.39,-177.692
773777868634898000,2024_7_8_18_17_48_0_190,0.39,-177.692
773777869539666000,2024_7_8_18_17_49_0_190,0.39,-177.692
773777870394435000,2024_7_8_18_17_50_0_190,0.39,-177.692
773777871266026000,2024_7_8_18_17_51_0_190,0.39,-177.692
773777872114729000,2024_7_8_18_17_52_0_190,0.39,-177.692
773777872949670000,2024_7_8_18_17_53_0_190,0.39,-177.692
773777873789401000,2024_7_8_18_17_53_0_190,0.39,-177.692
773777874656819000,2024_7_8_18_17_54_0_190,0.39,-177.692
773777875546801000,2024_7_8_18_17_55_0_190,0.39,-177.692
773777876397234000,2024_7_8_18_17_56_0_190,0.39,-177.692
773777877290211000,2024_7_8_18_17_57_0_190,0.39,-177.692
773777878194431000,2024_7_8_18_17_58_0_190,0.39,-177.692
773777879065392000,2024_7_8_18_17_59_0_190,0.39,-177.692
773777879957129000,2024_7_8_18_18_0_0_190,0.39,-177.692
773777880816504000,2024_7_8_18_18_0_0_190,0.39,-177.692
773777881682580000,2024_7_8_18_18_1_0_190,0.39,-177.692
773777882537249000,2024_7_8_18_18_2_0_190,0.39,-177.692
773777883396343000,2024_7_8_18_18_3_0_190,0.39,-177.692
773777884271762000,2024_7_8_18_18_4_0_190,0.39,-177.692
773777885133762000,2024_7_8_18_18_5_0_190,0.39,-177.692
773777885994351000,2024_7_8_18_18_6_0_190,0.39,-177.692
773777886852816000,2024_7_8_18_18_6_0_190,0.39,-177.692
773777887713761000,2024_7_8_18_18_7_0_190,0.39,-177.692
773777888584137000,2024_7_8_18_18_8_0_190,0.39,-177.692
773777889492414000,2024_7_8_18_18_9_0_190,0.39,-177.692
773777890375229000,2024_7_8_18_18_10_0_190,0.39,-177.692
773777891220206000,2024_7_8_18_18_11_0_190,0.39,-177.692
773777892025131000,2024_7_8_18_18_12_0_190,0.39,-177.692
773777892801770000,2024_7_8_18_18_12_0_190,0.39,-177.692
773777893595706000,2024_7_8_18_18_13_0_190,0.39,-177.692
773777894415429000,2024_7_8_18_18_14_0_190,0.39,-177.692
773777895230491000,2024_7_8_18_18_15_0_190,0.39,-177.692
773777896029445000,2024_7_8_18_18_16_0_190,0.39,-177.692
773777896839114000,2024_7_8_18_18_16_0_190,0.39,-177.692
773777897631282000,2024_7_8_18_18_17_0_190,0.39,-177.692
773777898467737000,2024_7_8_18_18_18_0_190,0.39,-177.692
773777899268192000,2024_7_8_18_18_19_0_190,0.39,-177.692
773777900045168000,2024_7_8_18_18_20_0_190,0.39,-177.692
773777900836662000,2024_7_8_18_18_20_0_190,0.39,-177.692
773777901675215000,2024_7_8_18_18_21_0_190,0.39,-177.692
773777902914333000,2024_7_8_18_18_22_0_190,0.39,-177.692
773777903710254000,2024_7_8_18_18_23_0_190,0.39,-177.692
773777904510352000,2024_7_8_18_18_24_0_190,0.39,-177.692
773777905311487000,2024_7_8_18_18_25_0_190,0.39,-177.692
773777906106809000,2024_7_8_18_18_26_0_190,0.39,-177.692
773777906911124000,2024_7_8_18_18_26_0_190,0.39,-177.692
773777907720196000,2024_7_8_18_18_27_0_190,0.39,-177.692
773777908528186000,2024_7_8_18_18_28_0_190,0.39,-177.692
773777909333054000,2024_7_8_18_18_29_0_190,0.39,-177.692
773777910147684000,2024_7_8_18_18_30_0_190,0.39,-177.692
773777910929537000,2024_7_8_18_18_31_0_190,0.39,-177.692
773777911738640000,2024_7_8_18_18_31_0_190,0.39,-177.692
773777912565550000,2024_7_8_18_18_32_0_190,0.39,-177.692
773777913381585000,2024_7_8_18_18_33_0_190,0.39,-177.692
773777914189219000,2024_7_8_18_18_34_0_190,0.39,-177.692
773777915034017000,2024_7_8_18_18_35_0_190,0.39,-177.692
773777915836233000,2024_7_8_18_18_35_0_190,0.39,-177.692
773777916632287000,2024_7_8_18_18_36_0_190,0.39,-177.692
773777917443705000,2024_7_8_18_18_37_0_190,0.39,-177.692
773777918249362000,2024_7_8_18_18_38_0_190,0.39,-177.692
773777919111369000,2024_7_8_18_18_39_0_190,0.39,-177.692
773777919950177000,2024_7_8_18_18_40_0_190,0.39,-177.692
773777920750587000,2024_7_8_18_18_40_0_190,0.39,-177.692
773777921604912000,2024_7_8_18_18_41_0_190,0.39,-177.692
773777922433983000,2024_7_8_18_18_42_0_190,0.39,-177.692
773777923257802000,2024_7_8_18_18_43_0_190,0.39,-177.692
773777924121075000,2024_7_8_18_18_44_0_190,0.39,-177.692
773777924975584000,2024_7_8_18_18_45_0_190,0.39,-177.692
773777925824522000,2024_7_8_18_18_45_0_190,0.39,-177.692
773777926688532000,2024_7_8_18_18_46_0_190,0.39,-177.692
773777927535188000,2024_7_8_18_18_47_0_190,0.39,-177.692
773777928380794000,2024_7_8_18_18_48_0_190,0.39,-177.692
773777929227716000,2024_7_8_18_18_49_0_190,0.39,-177.692
773777930075796000,2024_7_8_18_18_50_0_190,0.39,-177.692
773777930955101000,2024_7_8_18_18_51_0_190,0.39,-177.692
773777931791886000,2024_7_8_18_18_51_0_190,0.39,-177.692
773777932657702000,2024_7_8_18_18_52_0_190,0.39,-177.692
773777933544842000,2024_7_8_18_18_53_0_190,0.39,-177.692
773777934373195000,2024_7_8_18_18_54_0_190,0.39,-177.692
773777935218050000,2024_7_8_18_18_55_0_190,0.39,-177.692
773777936076770000,2024_7_8_18_18_56_0_190,0.39,-177.692
773777936954427000,2024_7_8_18_18_57_0_190,0.39,-177.692
773777937828695000,2024_7_8_18_18_57_0_190,0.39,-177.692
773777938709881000,2024_7_8_18_18_58_0_190,0.39,-177.692
773777939563990000,2024_7_8_18_18_59_0_190,0.39,-177.692
773777940438366000,2024_7_8_18_19_0_0_190,0.39,-177.692
773777941288481000,2024_7_8_18_19_1_0_190,0.39,-177.692
773777942107460000,2024_7_8_18_19_2_0_190,0.39,-177.692
773777942941022000,2024_7_8_18_19_3_0_190,0.39,-177.692
773777943797356000,2024_7_8_18_19_3_0_190,0.39,-177.692
773777944678460000,2024_7_8_18_19_4_0_190,0.39,-177.692
773777945529046000,2024_7_8_18_19_5_0_190,0.39,-177.692
773777946391224000,2024_7_8_18_19_6_0_190,0.39,-177.692
773777947267076000,2024_7_8_18_19_7_0_190,0.39,-177.692
773777948160320000,2024_7_8_18_19_8_0_190,0.39,-177.692
773777949038435000,2024_7_8_18_19_9_0_190,0.39,-177.692
773777949880105000,2024_7_8_18_19_9_0_190,0.39,-177.692
773777950672979000,2024_7_8_18_19_10_0_190,0.39,-177.692
773777951448047000,2024_7_8_18_19_11_0_190,0.39,-177.692
773777952261048000,2024_7_8_18_19_12_0_190,0.39,-177.692
773777953041140000,2024_7_8_18_19_13_0_190,0.39,-177.692
773777953832520000,2024_7_8_18_19_13_0_190,0.39,-177.692
773777955057259000,2024_7_8_18_19_15_0_190,0.39,-177.692
773777955835430000,2024_7_8_18_19_15_0_190,0.39,-177.692
773777956627859000,2024_7_8_18_19_16_0_190,0.39,-177.692
773777957425573000,2024_7_8_18_19_17_0_190,0.39,-177.692
773777958216056000,2024_7_8_18_19_18_0_190,0.39,-177.692
773777959026323000,2024_7_8_18_19_19_0_190,0.39,-177.692
773777959844508000,2024_7_8_18_19_19_0_190,0.39,-177.692
773777960639754000,2024_7_8_18_19_20_0_190,0.39,-177.692
773777961434415000,2024_7_8_18_19_21_0_190,0.39,-177.692
773777962197057000,2024_7_8_18_19_22_0_190,0.39,-177.692
773777963023470000,2024_7_8_18_19_23_0_190,0.39,-177.692
773777963844891000,2024_7_8_18_19_23_0_190,0.39,-177.692
773777964645232000,2024_7_8_18_19_24_0_190,0.39,-177.692
773777965447295000,2024_7_8_18_19_25_0_190,0.39,-177.692
773777966242446000,2024_7_8_18_19_26_0_190,0.39,-177.692
773777967054112000,2024_7_8_18_19_27_0_190,0.39,-177.692
773777967915992000,2024_7_8_18_19_27_0_190,0.39,-177.692
773777968750094000,2024_7_8_18_19_28_0_190,0.39,-177.692
773777969568971000,2024_7_8_18_19_29_0_190,0.39,-177.692
773777970398603000,2024_7_8_18_19_30_0_190,0.39,-177.692
773777971225150000,2024_7_8_18_19_31_0_190,0.39,-177.692
773777972047258000,2024_7_8_18_19_32_0_190,0.39,-177.692
773777972878053000,2024_7_8_18_19_32_0_190,0.39,-177.692
773777973720098000,2024_7_8_18_19_33_0_190,0.39,-177.692
773777974572101000,2024_7_8_18_19_34_0_190,0.39,-177.692
773777975393733000,2024_7_8_18_19_35_0_190,0.39,-177.692
773777976201920000,2024_7_8_18_19_36_0_190,0.39,-177.692
773777977220946000,2024_7_8_18_19_37_0_190,0.39,-177.692
773777978123431000,2024_7_8_18_19_38_0_190,0.39,-177.692
773777979105096000,2024_7_8_18_19_39_0_190,0.39,-177.692
773777979947503000,2024_7_8_18_19_40_0_190,0.39,-177.692
773777980769681000,2024_7_8_18_19_40_0_190,0.39,-177.692
773777981657851000,2024_7_8_18_19_41_0_190,0.39,-177.692
773777982491616000,2024_7_8_18_19_42_0_190,0.39,-177.692
773777983322913000,2024_7_8_18_19_43_0_190,0.39,-177.692
773777984162967000,2024_7_8_18_19_44_0_190,0.39,-177.692
773777985021260000,2024_7_8_18_19_45_0_190,0.39,-177.692
773777985863960000,2024_7_8_18_19_45_0_190,0.39,-177.692
773777986707557000,2024_7_8_18_19_46_0_190,0.39,-177.692
773777987579122000,2024_7_8_18_19_47_0_190,0.39,-177.692
773777988402540000,2024_7_8_18_19_48_0_190,0.39,-177.692
773777989269215000,2024_7_8_18_19_49_0_190,0.39,-177.692
773777990110872000,2024_7_8_18_19_50_0_190,0.39,-177.692
773777990927524000,2024_7_8_18_19_51_0_190,0.39,-177.692
773777991776348000,2024_7_8_18_19_51_0_190,0.39,-177.692
773777992623842000,2024_7_8_18_19_52_0_190,0.39,-177.692
773777993472342000,2024_7_8_18_19_53_0_190,0.39,-177.692
773777994336746000,2024_7_8_18_19_54_0_190,0.39,-177.692
773777995176292000,2024_7_8_18_19_55_0_190,0.39,-177.692
773777996016117000,2024_7_8_18_19_56_0_190,0.39,-177.692
773777996860865000,2024_7_8_18_19_56_0_190,0.39,-177.692
773777997722052000,2024_7_8_18_19_57_0_190,0.39,-177.692
773777998582621000,2024_7_8_18_19_58_0_190,0.39,-177.692
773777999439401000,2024_7_8_18_19_59_0_190,0.39,-177.692
773778000301185000,2024_7_8_18_20_0_0_190,0.39,-177.692
773778001163217000,2024_7_8_18_20_1_0_190,0.39,-177.692
773778002027463000,2024_7_8_18_20_2_0_190,0.39,-177.692
773778002877940000,2024_7_8_18_20_2_0_190,0.39,-177.692
773778003723120000,2024_7_8_18_20_3_0_190,0.39,-177.692
773778004582641000,2024_7_8_18_20_4_0_190,0.39,-177.692
773778005418091000,2024_7_8_18_20_5_0_190,0.39,-177.692
773778006291341000,2024_7_8_18_20_6_0_190,0.39,-177.692
773778007574873000,2024_7_8_18_20_7_0_190,0.39,-177.692
773778008430520000,2024_7_8_18_20_8_0_190,0.39,-177.692
773778009315497000,2024_7_8_18_20_9_0_190,0.39,-177.692
773778010155024000,2024_7_8_18_20_10_0_190,0.39,-177.692
773778010953221000,2024_7_8_18_20_11_0_190,0.39,-177.692
773778011769275000,2024_7_8_18_20_11_0_190,0.39,-177.692
773778012585609000,2024_7_8_18_20_12_0_190,0.39,-177.692
773778013364397000,2024_7_8_18_20_13_0_190,0.39,-177.692
773778014163185000,2024_7_8_18_20_14_0_190,0.39,-177.692
773778014961510000,2024_7_8_18_20_15_0_190,0.39,-177.692
773778015760648000,2024_7_8_18_20_15_0_190,0.39,-177.692
773778016536498000,2024_7_8_18_20_16_0_190,0.39,-177.692
773778017307515000,2024_7_8_18_20_17_0_190,0.39,-177.692
773778018085419000,2024_7_8_18_20_18_0_190,0.39,-177.692
773778018878967000,2024_7_8_18_20_18_0_190,0.39,-177.692
773778019675269000,2024_7_8_18_20_19_0_190,0.39,-177.692
773778020464855000,2024_7_8_18_20_20_0_190,0.39,-177.692
773778021273736000,2024_7_8_18_20_21_0_190,0.39,-177.692
773778022064989000,2024_7_8_18_20_22_0_190,0.39,-177.692
773778022880674000,2024_7_8_18_20_22_0_190,0.39,-177.692
773778023670718000,2024_7_8_18_20_23_0_190,0.39,-177.692
773778024488031000,2024_7_8_18_20_24_0_190,0.39,-177.692
773778025291570000,2024_7_8_18_20_25_0_190,0.39,-177.692
773778026095268000,2024_7_8_18_20_26_0_190,0.39,-177.692
773778026894877000,2024_7_8_18_20_26_0_190,0.39,-177.692
773778027722995000,2024_7_8_18_20_27_0_190,0.39,-177.692
773778028555125000,2024_7_8_18_20_28_0_190,0.39,-177.692
773778029344025000,2024_7_8_18_20_29_0_190,0.39,-177.692
773778030137210000,2024_7_8_18_20_30_0_190,0.39,-177.692
773778030946307000,2024_7_8_18_20_31_0_190,0.39,-177.692
773778031743805000,2024_7_8_18_20_31_0_190,0.39,-177.692
773778032551261000,2024_7_8_18_20_32_0_190,0.39,-177.692
773778033367150000,2024_7_8_18_20_33_0_190,0.39,-177.692
773778034193233000,2024_7_8_18_20_34_0_190,0.39,-177.692
773778035023856000,2024_7_8_18_20_35_0_190,0.39,-177.692
773778035827427000,2024_7_8_18_20_35_0_190,0.39,-177.692
773778036645497000,2024_7_8_18_20_36_0_190,0.39,-177.692
773778037463471000,2024_7_8_18_20_37_0_190,0.39,-177.692
773778038306947000,2024_7_8_18_20_38_0_190,0.39,-177.692
773778039116216000,2024_7_8_18_20_39_0_190,0.39,-177.692
773778039961618000,2024_7_8_18_20_40_0_190,0.39,-177.692
773778040798404000,2024_7_8_18_20_40_0_190,0.39,-177.692
773778041680519000,2024_7_8_18_20_41_0_190,0.39,-177.692
773778042553388000,2024_7_8_18_20_42_0_190,0.39,-177.692
773778043376793000,2024_7_8_18_20_43_0_190,0.39,-177.692
773778044198145000,2024_7_8_18_20_44_0_190,0.39,-177.692
773778045043566000,2024_7_8_18_20_45_0_190,0.39,-177.692
773778045841871000,2024_7_8_18_20_45_0_190,0.39,-177.692
773778046694085000,2024_7_8_18_20_46_0_190,0.39,-177.692
773778047512600000,2024_7_8_18_20_47_0_190,0.39,-177.692
773778048393342000,2024_7_8_18_20_48_0_190,0.39,-177.692
773778049253714000,2024_7_8_18_20_49_0_190,0.39,-177.692
773778050080840000,2024_7_8_18_20_50_0_190,0.39,-177.692
773778050940341000,2024_7_8_18_20_51_0_190,0.39,-177.692
773778051775664000,2024_7_8_18_20_51_0_190,0.39,-177.692
773778052616488000,2024_7_8_18_20_52_0_190,0.39,-177.692
773778053435582000,2024_7_8_18_20_53_0_190,0.39,-177.692
773778054281780000,2024_7_8_18_20_54_0_190,0.39,-177.692
773778055134960000,2024_7_8_18_20_55_0_190,0.39,-177.692
773778056014061000,2024_7_8_18_20_56_0_190,0.39,-177.692
773778056870478000,2024_7_8_18_20_56_0_190,0.39,-177.692
773778057736440000,2024_7_8_18_20_57_0_190,0.39,-177.692
773778059022681000,2024_7_8_18_20_59_0_190,0.39,-177.692
773778059877565000,2024_7_8_18_20_59_0_190,0.39,-177.692
773778060722179000,2024_7_8_18_21_0_0_190,0.39,-177.692
773778061564549000,2024_7_8_18_21_1_0_190,0.39,-177.692
773778062421487000,2024_7_8_18_21_2_0_190,0.39,-177.692
773778063318560000,2024_7_8_18_21_3_0_190,0.39,-177.692
773778064156674000,2024_7_8_18_21_4_0_190,0.39,-177.692
773778065015654000,2024_7_8_18_21_5_0_190,0.39,-177.692
773778065863613000,2024_7_8_18_21_6_0_190,0.39,-177.692
773778066736647000,2024_7_8_18_21_6_0_190,0.39,-177.692
773778067621478000,2024_7_8_18_21_7_0_190,0.39,-177.692
773778068509711000,2024_7_8_18_21_8_0_190,0.39,-177.692
773778069333040000,2024_7_8_18_21_9_0_190,0.39,-177.692
773778070141857000,2024_7_8_18_21_10_0_190,0.39,-177.692
773778070913847000,2024_7_8_18_21_10_0_190,0.39,-177.692
773778071683026000,2024_7_8_18_21_11_0_190,0.39,-177.692
773778072473713000,2024_7_8_18_21_12_0_190,0.39,-177.692
773778073239763000,2024_7_8_18_21_13_0_190,0.39,-177.692
773778074007391000,2024_7_8_18_21_14_0_190,0.39,-177.692
773778074788296000,2024_7_8_18_21_14_0_190,0.39,-177.692
773778075570411000,2024_7_8_18_21_15_0_190,0.39,-177.692
773778076374172000,2024_7_8_18_21_16_0_190,0.39,-177.692
773778077139936000,2024_7_8_18_21_17_0_190,0.39,-177.692
773778077965472000,2024_7_8_18_21_18_0_190,0.39,-177.692
773778078766791000,2024_7_8_18_21_18_0_190,0.39,-177.692
773778079561612000,2024_7_8_18_21_19_0_190,0.39,-177.692
773778080329284000,2024_7_8_18_21_20_0_190,0.39,-177.692
773778081132237000,2024_7_8_18_21_21_0_190,0.39,-177.692
773778081961169000,2024_7_8_18_21_22_0_190,0.39,-177.692
773778082761636000,2024_7_8_18_21_22_0_190,0.39,-177.692
773778083569779000,2024_7_8_18_21_23_0_190,0.39,-177.692
773778084367048000,2024_7_8_18_21_24_0_190,0.39,-177.692
773778085163827000,2024_7_8_18_21_25_0_190,0.39,-177.692
773778085960847000,2024_7_8_18_21_26_0_190,0.39,-177.692
773778086739146000,2024_7_8_18_21_26_0_190,0.39,-177.692
773778087553979000,2024_7_8_18_21_27_0_190,0.39,-177.692
773778088372825000,2024_7_8_18_21_28_0_190,0.39,-177.692
773778089180376000,2024_7_8_18_21_29_0_190,0.39,-177.692
773778090030275000,2024_7_8_18_21_30_0_190,0.39,-177.692
773778090836923000,2024_7_8_18_21_30_0_190,0.39,-177.692
773778091640697000,2024_7_8_18_21_31_0_190,0.39,-177.692
773778092455734000,2024_7_8_18_21_32_0_190,0.39,-177.692
773778093276297000,2024_7_8_18_21_33_0_190,0.39,-177.692
773778094074888000,2024_7_8_18_21_34_0_190,0.39,-177.692
773778094884863000,2024_7_8_18_21_34_0_190,0.39,-177.692
773778095694748000,2024_7_8_18_21_35_0_190,0.39,-177.692
773778096545117000,2024_7_8_18_21_36_0_190,0.39,-177.692
773778097398437000,2024_7_8_18_21_37_0_190,0.39,-177.692
773778098228012000,2024_7_8_18_21_38_0_190,0.39,-177.692
773778099052365000,2024_7_8_18_21_39_0_190,0.39,-177.692
773778099872991000,2024_7_8_18_21_39_0_190,0.39,-177.692
773778100688441000,2024_7_8_18_21_40_0_190,0.39,-177.692
773778101510931000,2024_7_8_18_21_41_0_190,0.39,-177.692
773778102339697000,2024_7_8_18_21_42_0_190,0.39,-177.692
773778103161742000,2024_7_8_18_21_43_0_190,0.39,-177.692
773778103990680000,2024_7_8_18_21_44_0_190,0.39,-177.692
773778104802543000,2024_7_8_18_21_44_0_190,0.39,-177.692
773778105649905000,2024_7_8_18_21_45_0_190,0.39,-177.692
773778106463358000,2024_7_8_18_21_46_0_190,0.39,-177.692
773778107326662000,2024_7_8_18_21_47_0_190,0.39,-177.692
773778108178106000,2024_7_8_18_21_48_0_190,0.39,-177.692
773778108999801000,2024_7_8_18_21_49_0_190,0.39,-177.692
773778110266442000,2024_7_8_18_21_50_0_190,0.39,-177.692
773778111088296000,2024_7_8_18_21_51_0_190,0.39,-177.692
773778111910569000,2024_7_8_18_21_52_0_190,0.39,-177.692
773778112733250000,2024_7_8_18_21_52_0_190,0.39,-177.692
773778113554131000,2024_7_8_18_21_53_0_190,0.39,-177.692
773778114400595000,2024_7_8_18_21_54_0_190,0.39,-177.692
773778115223995000,2024_7_8_18_21_55_0_190,0.39,-177.692
773778116055960000,2024_7_8_18_21_56_0_190,0.39,-177.692
773778116918450000,2024_7_8_18_21_57_0_190,0.39,-177.692
773778117794759000,2024_7_8_18_21_57_0_190,0.39,-177.692
773778118619634000,2024_7_8_18_21_58_0_190,0.39,-177.692
773778119461144000,2024_7_8_18_21_59_0_190,0.39,-177.692
773778120345237000,2024_7_8_18_22_0_0_190,0.39,-177.692
773778121207397000,2024_7_8_18_22_1_0_190,0.39,-177.692
773778122041302000,2024_7_8_18_22_2_0_190,0.39,-177.692
773778122896848000,2024_7_8_18_22_3_0_190,0.39,-177.692
773778123755764000,2024_7_8_18_22_3_0_190,0.39,-177.692
773778124625224000,2024_7_8_18_22_4_0_190,0.39,-177.692
773778125490652000,2024_7_8_18_22_5_0_190,0.39,-177.692
773778126411305000,2024_7_8_18_22_6_0_190,0.39,-177.692
773778127194341000,2024_7_8_18_22_7_0_190,0.39,-177.692
773778127991858000,2024_7_8_18_22_8_0_190,0.39,-177.692
773778128819473000,2024_7_8_18_22_8_0_190,0.39,-177.692
773778129608309000,2024_7_8_18_22_9_0_190,0.39,-177.692
773778130393063000,2024_7_8_18_22_10_0_190,0.39,-177.692
773778131185040000,2024_7_8_18_22_11_0_190,0.39,-177.692
773778131963650000,2024_7_8_18_22_12_0_190,0.39,-177.692
773778132768461000,2024_7_8_18_22_12_0_190,0.39,-177.692
773778133545080000,2024_7_8_18_22_13_0_190,0.39,-177.692
773778134334266000,2024_7_8_18_22_14_0_190,0.39,-177.692
773778135120355000,2024_7_8_18_22_15_0_190,0.39,-177.692
773778135903703000,2024_7_8_18_22_15_0_190,0.39,-177.692
773778136678033000,2024_7_8_18_22_16_0_190,0.39,-177.692
773778137484402000,2024_7_8_18_22_17_0_190,0.39,-177.692
773778138281956000,2024_7_8_18_22_18_0_190,0.39,-177.692
773778139057787000,2024_7_8_18_22_19_0_190,0.39,-177.692
773778139858509000,2024_7_8_18_22_19_0_190,0.39,-177.692
773778140656452000,2024_7_8_18_22_20_0_190,0.39,-177.692
773778141465822000,2024_7_8_18_22_21_0_190,0.39,-177.692
773778142255268000,2024_7_8_18_22_22_0_190,0.39,-177.692
773778143041783000,2024_7_8_18_22_23_0_190,0.39,-177.692
773778143854619000,2024_7_8_18_22_23_0_190,0.39,-177.692
773778144677910000,2024_7_8_18_22_24_0_190,0.39,-177.692
773778145481195000,2024_7_8_18_22_25_0_190,0.39,-177.692
773778146292518000,2024_7_8_18_22_26_0_190,0.39,-177.692
773778147076158000,2024_7_8_18_22_27_0_190,0.39,-177.692
773778147933205000,2024_7_8_18_22_28_0_190,0.39,-177.692
773778148738588000,2024_7_8_18_22_28_0_190,0.39,-177.692
773778149548740000,2024_7_8_18_22_29_0_190,0.39,-177.692
773778150369462000,2024_7_8_18_22_30_0_190,0.39,-177.692
773778151181720000,2024_7_8_18_22_31_0_190,0.39,-177.692
773778152004833000,2024_7_8_18_22_32_0_190,0.39,-177.692
